"Mention ID","Original Mention Index","Corrected Mention Index","Original Mention Text","Corrected Mention Text"
"s01e14c10f|21","[3, 10]","[2, 10]","جویی "" ، جور کن کوچولوی ما",""" جویی "" ، جور کن کوچولوی ما"
"s01e14c10f|23","[8, 10]","[6, 10]","کوچولوی ما","جور کن کوچولوی ما"
"s01e14c10f|32","[18, 19]","[17, 19]","کنم","می کنم"
"s01e14c10f|36","[6, 7]","()","این",""
"s01e14c11f|0","[4, 5]","[4, 6]","چی","چی کار"
"s01e14c11f|1","[7, 8]","[6, 8]","کنی","می کنی"
"s01e14c11f|3","[3, 4]","[2, 4]","معاش","امرار معاش"
"s01e14c11f|9","()","[2, 4]","","می تونن"
"s01e14c11f|10","[7, 8]","()","عکس",""
"s01e14c11f|13","()","[1, 2]","","کردم"
"s01e14c11f|15","()","[2, 4]","","می تونن"
"s01e14c11f|18","[6, 7]","[6, 8]","بچه","بچه ها"
"s01e14c11f|20","()","[18, 20]","","می کنم"
"s01e14c11f|24","()","[2, 3]","","بود"
"s01e14c11f|25","[7, 8]","[6, 8]","کنی","می کنی"
"s01e14c11f|27","()","[11, 12]","","نیست"
"s01e14c11f|61","[41, 44]","[41, 47]","کارول "" ،","کارول "" ، "" کریستین """
"s01e14c11f|71","[64, 74]","[63, 74]","کاری می کنه ... که ، به اندازه کافی باحاله","یه کاری می کنه ... که ، به اندازه کافی باحاله"
"s01e14c11f|72","[64, 65]","[63, 65]","کاری","یه کاری"
"s01e14c12f|7","[6, 9]","[5, 9]","سری کارت تبریک","یه سری کارت تبریک"
"s01e14c12f|12","()","[0, 1]","","میدونید"
"s01e14c12f|15","()","[13, 14]","","داره"
"s01e14c12f|16","[8, 12]","[8, 13]","خیلی قضیه ی خنده","خیلی قضیه ی خنده داری"
"s01e14c12f|18","()","[4, 6]","","آتیش سوزی"
"s01e14c12f|19","()","[2, 3]","","نیست"
"s01e14c12f|33","[1, 2]","[0, 2]","ولنتاین","شب ولنتاین"
"s01e14c12f|34","[2, 10]","[2, 9]","از پر کار ترین شب های کاریه ماست","از پر کار ترین شب های کاریه"
"s01e14c13f|4","[2, 3]","[1, 3]","چیزی","یه چیزی"
"s01e14c13f|7","[6, 9]","[5, 9]","قلبی های کوچولو","آبنبات قلبی های کوچولو"
"s01e14c13f|11","()","[1, 2]","","کردم"
"s01e14c13f|13","()","[0, 1]","","مجبورشون"
"s01e14c13f|39","()","[1, 2]","","نداره"
"s01e14c13f|42","()","[1, 3]","","می دونم"
"s01e14c13f|45","[5, 6]","[5, 7]","آخر","آخر کار"
"s01e14c13f|46","()","[0, 1]","","ببین"
"s01e14c13f|48","()","[4, 5]","","هست"
"s01e14c13f|50","()","[2, 3]","","نیست"
"s01e14c13f|55","()","[13, 14]","","نفهمیدی"
"s01e14c13f|64","()","[3, 4]","","نیستم"
"s01e14c13f|66","[9, 10]","[8, 10]","کنی","می کنی"
"s01e14c13f|68","[10, 19]","[10, 11]",چراما همش با هم رابطه بر قرار می کنیم,"چراما"
"s01e14c13f|73","()","[24, 25]","","کیو"
"s01e14c13f|77","()","[31, 33]","","اون یکی"
"s01e14c13f|87","[5, 6]","[4, 6]","چیزی","یه چیزی"
"s01e14c13f|88","[5, 9]","[4, 9]","چیزی در اعماق روحت","یه چیزی در اعماق روحت"
"s01e14c13f|89","()","[8, 9]","","روحت"
"s01e14c13f|92","()","[9, 10]","","منو"
"s01e14c13f|94","[11, 12]","[11, 13]","شیپور","شیپور کشتی"
"s01e14c13f|105","()","[29, 30]","","بهم"
"s01e14c13f|107","()","[34, 36]","","نمی تونی"
"s01e14c13f|111","()","[41, 43]","","می دونی"
"s01e14c13f|116","()","[49, 51]","","می دونی"
